ID,LIMIT_BAL,SEX_2,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_2,MARRIAGE_3,AGE,DEFAULT,pay_sum,utilization_ratio_mean,bill_trend,bill_sum,pay_trend,payment_sum,payment_ratio_mean,loss_given_default
13448,500000,0,1,0,0,0,0,53,0,-12,0.0652,-29488.0,195501,-39661.0,165781,0.0553,29720
13449,200000,0,1,0,0,0,0,57,0,-6,0.002,260.0,2340,130.0,1950,0.0016,390
13450,290000,1,0,0,0,1,0,27,0,0,0.3472,12891.0,604043,1346.0,26039,0.015,578004
13451,40000,1,1,0,0,1,0,53,0,9,0.3851,-1370.0,92427,-203.0,4809,0.02,87618
13452,300000,1,0,0,0,1,0,30,0,-6,0.0141,3522.0,25405,2868.0,21581,0.012,3824
13453,50000,0,0,1,0,1,0,32,1,2,0.8481,-1773.0,254422,120.0,9823,0.0327,244599
13454,20000,0,1,0,0,1,0,29,0,2,0.6218,-2188.0,74620,460.0,6595,0.055,68025
13455,30000,1,1,0,0,0,0,22,0,5,0.991,-466.0,178379,-968.0,9305,0.0517,169074
13456,140000,0,1,0,0,1,0,34,0,5,0.71,-4063.0,596363,-83.0,24850,0.0296,571513
13457,80000,0,1,0,0,0,0,32,0,-6,0.0333,978.0,15975,-817.0,20770,0.0433,-4795
13458,260000,1,1,0,0,1,0,35,0,-6,0.0074,-3867.0,11600,-14200.0,59600,0.0382,-48000
13459,130000,1,0,0,0,1,0,27,1,-2,0.112,-8945.0,87398,10809.0,32426,0.0416,54972
13460,380000,1,0,1,0,1,0,39,0,0,0.2039,-30687.0,464818,9872.0,130973,0.0574,333845
13461,200000,0,1,0,0,0,0,36,0,-7,0.0014,-560.0,1680,-560.0,1680,0.0014,0
13462,50000,1,0,1,0,0,0,46,0,0,0.3,7800.0,89985,459.0,5396,0.018,84589
13463,50000,0,0,0,0,1,0,25,0,0,0.5144,31766.0,154323,1170.0,4917,0.0164,149406
13464,90000,1,1,0,0,0,0,26,0,-2,0.3608,31088.0,194823,1471.0,11588,0.0215,183235
13465,20000,0,0,0,0,1,0,25,1,-8,0.0083,-333.0,1000,-333.0,1000,0.0083,0
13466,140000,1,1,0,0,0,0,26,0,6,0.361,45923.0,303228,5004.0,31011,0.0369,272217
13467,30000,0,0,1,0,0,1,45,0,4,0.8085,-2274.0,145523,158.0,8324,0.0462,137199
13468,230000,0,0,0,0,1,0,28,0,0,0.0272,4163.0,37588,1885.0,19135,0.0139,18453
13469,100000,0,0,1,0,0,0,36,1,4,0.13,-4307.0,77984,-667.0,12000,0.02,65984
13470,240000,1,0,0,0,1,0,46,0,0,0.0046,-1911.0,6644,-1034.0,7581,0.0053,-937
13471,200000,0,0,0,0,0,0,36,1,-12,0.0,0.0,0,0.0,0,0.0,0
13472,80000,0,0,0,0,1,0,26,0,0,0.8157,18696.0,391537,743.0,13445,0.028,378092
13473,360000,0,0,0,0,0,0,56,0,-7,0.0045,-2515.0,9732,-2113.0,8638,0.004,1094
13474,150000,0,1,0,0,1,0,37,0,0,0.3884,10045.0,349594,293.0,25360,0.0282,324234
13475,130000,0,1,0,0,1,0,27,0,0,0.2406,-2349.0,187662,35.0,8512,0.0109,179150
13476,30000,1,1,0,0,0,0,56,0,4,0.4766,-2437.0,85796,33.0,7184,0.0399,78612
13477,250000,0,0,0,0,1,0,33,0,0,0.1419,-25508.0,212888,3767.0,61706,0.0411,151182
13478,500000,0,0,0,0,0,0,42,1,-9,0.2165,-178052.0,649477,-92691.0,352438,0.1175,297039
13479,30000,0,1,0,0,0,1,43,1,12,0.5568,-1437.0,100228,667.0,6000,0.0333,94228
13480,390000,0,0,0,0,0,0,41,1,12,0.446,-10310.0,1043644,2100.0,32299,0.0138,1011345
13481,390000,1,0,0,0,1,0,27,0,0,0.2135,-4344.0,499606,-1833.0,29500,0.0126,470106
13482,360000,0,1,0,0,1,0,37,0,-5,-0.0007,-177.0,-1410,-500.0,5500,0.0025,-6910
13483,90000,1,1,0,0,0,0,25,0,0,0.5028,12176.0,271519,311.0,11201,0.0207,260318
13484,100000,1,0,1,0,0,0,35,0,0,0.5039,-3030.0,302354,114.0,12139,0.0202,290215
13485,30000,0,0,1,0,0,0,31,0,-3,0.0108,130.0,1950,0.0,1560,0.0087,390
13486,160000,0,0,1,0,1,0,25,0,-8,0.0327,10467.0,31400,0.0,0,0.0,31400
13487,20000,0,0,0,0,1,0,26,0,3,0.4688,3255.0,56250,-110.0,3857,0.0321,52393
13488,240000,1,0,0,0,1,0,36,0,0,0.025,-247.0,36066,-1746.0,13763,0.0096,22303
13489,80000,0,0,0,0,1,0,26,1,13,0.7964,-2572.0,382268,-733.0,15200,0.0317,367068
13490,30000,1,1,0,0,1,0,22,0,0,0.9818,76.0,176732,239.0,12727,0.0707,164005
13491,150000,0,1,0,0,0,0,45,0,0,0.4049,-22173.0,364424,-9984.0,82120,0.0912,282304
13492,160000,1,1,0,0,1,0,28,0,0,0.6051,-17136.0,580899,4500.0,46500,0.0484,534399
13493,20000,1,0,0,0,0,0,58,0,0,0.9011,850.0,108137,775.0,4126,0.0344,104011
13494,230000,0,0,0,0,0,0,45,0,0,0.1246,-2127.0,171944,769.0,8292,0.006,163652
13495,100000,1,1,0,0,0,0,46,0,0,0.7772,7286.0,466307,-10.0,17971,0.03,448336
13496,420000,0,1,0,0,1,0,39,0,0,0.4509,24989.0,1136238,-665.0,44006,0.0175,1092232
13497,480000,1,1,0,0,0,0,37,0,-6,0.0772,16392.0,222307,40334.0,205470,0.0713,16837
13498,10000,0,0,1,0,0,0,37,1,-6,0.0923,-806.0,5536,922.0,5172,0.0862,364
13499,180000,1,0,1,0,0,0,41,1,6,0.5631,-2736.0,608164,-1445.0,18708,0.0173,589456
13500,200000,0,0,0,0,1,0,32,0,-10,0.1714,63381.0,205709,34174.0,139041,0.1159,66668
13501,140000,0,1,0,0,1,0,36,1,11,0.3339,-2655.0,280460,600.0,9400,0.0112,271060
13502,20000,1,0,0,0,0,0,23,0,0,0.6044,-439.0,72523,-2085.0,12746,0.1062,59777
13503,80000,1,0,0,0,1,0,39,0,-7,0.0254,-1013.0,12198,2144.0,13601,0.0283,-1403
13504,10000,1,1,0,0,0,0,29,1,0,0.883,-1046.0,52980,277.0,8169,0.1362,44811
13505,50000,0,1,0,0,0,0,35,1,1,0.3343,-2682.0,100298,-633.0,10100,0.0337,90198
13506,340000,0,0,1,0,1,0,38,0,-12,0.0014,403.0,2955,-2306.0,10343,0.0051,-7388
13507,330000,1,1,0,0,1,0,39,0,0,0.3743,31044.0,741120,902.0,24871,0.0126,716249
13508,230000,1,0,0,0,0,0,47,0,-4,0.0219,-1857.0,30250,3620.0,12340,0.0089,17910
13509,360000,0,0,0,0,1,0,40,0,-9,0.0,0.0,0,0.0,0,0.0,0
13510,30000,1,0,1,0,0,1,48,0,2,0.7167,-4528.0,129009,2433.0,20700,0.115,108309
13511,500000,0,0,0,0,1,0,42,1,2,0.8831,-26908.0,2649248,-3441.0,111193,0.0371,2538055
13512,200000,0,0,0,0,0,0,42,0,-5,0.0071,2053.0,8498,784.0,5757,0.0048,2741
13513,50000,1,1,0,0,0,0,55,1,0,0.5351,31291.0,160526,-1948.0,15003,0.05,145523
13514,240000,1,0,1,0,1,0,36,1,0,0.8734,26516.0,1257673,-6757.0,67272,0.0467,1190401
13515,290000,1,0,0,0,0,0,45,0,-6,0.0027,-724.0,4764,-945.0,4100,0.0024,664
13516,20000,1,0,1,0,1,0,24,1,-7,0.0373,1492.0,4477,4527.0,13581,0.1132,-9104
13517,60000,1,0,1,0,1,0,49,0,3,0.3815,6459.0,137338,113.0,4264,0.0118,133074
13518,160000,0,1,0,0,1,0,24,0,0,0.5302,-20812.0,509020,92.0,18275,0.019,490745
13519,200000,1,0,0,0,1,0,31,0,-3,0.0292,-8244.0,35004,-19432.0,66317,0.0553,-31313
13520,70000,1,1,0,0,0,0,33,0,-1,0.298,26510.0,125163,-1750.0,20935,0.0498,104228
13521,140000,0,0,0,0,1,0,35,0,0,0.1018,7815.0,85490,6678.0,30090,0.0358,55400
13522,460000,0,0,0,0,0,0,44,0,-6,0.1241,-999.0,342507,22199.0,379534,0.1375,-37027
13523,160000,1,1,0,0,1,0,36,0,-8,0.0317,-1340.0,30402,3053.0,38909,0.0405,-8507
13524,200000,1,1,0,0,0,0,40,0,-9,0.0096,3854.0,11543,1627.0,4880,0.0041,6663
13525,80000,1,0,1,0,1,0,55,0,0,0.7296,20790.0,350205,345.0,11117,0.0232,339088
13526,310000,1,0,0,0,0,0,47,0,-12,0.0278,-5563.0,51646,-2333.0,23000,0.0124,28646
13527,290000,1,1,0,0,0,0,29,1,4,0.219,-472.0,380989,-631.0,12704,0.0073,368285
13528,120000,0,0,0,0,1,0,27,0,2,0.1001,370.0,72102,-842.0,8515,0.0118,63587
13529,20000,0,0,1,0,1,0,31,0,12,0.8266,-3703.0,99192,-327.0,10583,0.0882,88609
13530,90000,0,0,0,0,1,0,29,0,-5,0.0059,-786.0,3199,-1045.0,3976,0.0074,-777
13531,60000,0,0,0,0,0,0,60,0,-6,0.0144,690.0,5169,690.0,5169,0.0144,0
13532,260000,0,1,0,0,0,0,39,1,4,0.4112,11901.0,641426,1676.0,23029,0.0148,618397
13533,180000,1,1,0,0,1,0,30,0,0,0.9448,998.0,1020425,687.0,37973,0.0352,982452
13534,50000,0,0,1,0,1,0,41,0,0,0.244,2454.0,73212,667.0,5200,0.0173,68012
13535,50000,0,0,1,0,0,0,40,0,0,0.3813,11959.0,114377,506.0,8482,0.0283,105895
13536,50000,0,0,1,0,1,0,53,0,0,0.7122,22684.0,213662,916.0,7614,0.0254,206048
13537,200000,1,0,0,0,1,0,32,0,0,0.0757,4372.0,90841,2737.0,17790,0.0148,73051
13538,170000,0,1,0,0,0,0,35,0,-4,0.0462,1366.0,47075,3711.0,32572,0.0319,14503
13539,50000,1,0,0,0,1,0,22,0,0,0.6817,26438.0,204507,-7478.0,30872,0.1029,173635
13540,440000,0,0,1,0,0,0,47,1,-5,0.0399,31999.0,105278,-49896.0,157117,0.0595,-51839
13541,100000,0,1,0,0,0,0,28,0,-10,0.0167,3333.0,10000,0.0,0,0.0,10000
13542,50000,0,0,1,0,1,0,49,1,2,0.57,-1776.0,171013,268.0,7803,0.026,163210
13543,220000,0,0,0,0,0,0,47,0,0,0.3142,11310.0,414770,538.0,15501,0.0117,399269
13544,150000,1,0,1,0,1,0,43,0,-12,0.0385,-1832.0,34633,-3775.0,37358,0.0415,-2725
13545,20000,0,0,0,0,1,0,28,0,-6,0.356,-14241.0,42723,-20974.0,62923,0.5244,-20200
13546,160000,1,1,0,0,0,0,39,0,-1,0.0736,23544.0,70632,0.0,0,0.0,70632
13547,50000,0,0,0,0,1,0,28,0,-3,0.4304,31244.0,129131,6453.0,22248,0.0742,106883
13548,130000,1,0,1,0,0,0,40,0,-8,0.1316,34217.0,102650,0.0,0,0.0,102650
13549,20000,0,1,0,0,1,0,36,1,-2,0.6974,7640.0,83684,667.0,14000,0.1167,69684
13550,200000,1,1,0,0,0,0,34,0,-12,0.0432,9869.0,51831,8210.0,27193,0.0227,24638
13551,20000,1,0,0,0,1,0,22,0,-12,0.021,61.0,2523,32.0,2437,0.0203,86
13552,300000,1,0,0,0,0,0,39,0,-7,0.0014,346.0,2451,-31.0,1319,0.0007,1132
13553,120000,1,0,0,0,1,0,25,1,2,0.7973,22269.0,574062,1833.0,24700,0.0343,549362
13554,360000,1,0,0,0,1,0,27,0,-4,0.1612,1635.0,348096,37738.0,240687,0.1114,107409
13555,140000,0,0,0,0,0,1,59,0,0,0.7104,45981.0,596720,-5457.0,36713,0.0437,560007
13556,210000,1,1,0,0,1,0,25,1,0,0.3473,-8354.0,437587,67.0,35800,0.0284,401787
13557,200000,0,0,0,0,1,0,30,0,-12,0.0,0.0,0,0.0,0,0.0,0
13558,130000,1,0,0,0,1,0,28,1,0,0.2108,6739.0,164386,154.0,8337,0.0107,156049
13559,240000,1,1,0,0,0,0,48,1,-10,0.0001,34.0,101,0.0,0,0.0,101
13560,80000,0,0,1,0,0,0,65,0,-3,0.1214,14868.0,58269,1045.0,9552,0.0199,48717
13561,500000,1,0,0,0,1,0,36,1,-9,0.0,0.0,0,0.0,0,0.0,0
13562,320000,0,0,0,0,0,0,46,1,15,1.0214,14579.0,1961056,-10322.0,40965,0.0213,1920091
13563,210000,1,0,0,0,1,0,56,0,-6,0.1803,75724.0,227173,1667.0,5000,0.004,222173
13564,200000,1,1,0,0,0,0,42,1,-12,0.0,0.0,0,0.0,0,0.0,0
13565,50000,0,0,0,0,1,0,37,0,4,0.3905,-7836.0,117153,3365.0,15128,0.0504,102025
13566,340000,1,0,0,0,0,0,38,0,-4,0.0248,2496.0,50546,4999.0,34256,0.0168,16290
13567,240000,0,1,0,0,0,0,62,0,-1,0.0108,1176.0,15589,1161.0,8029,0.0056,7560
13568,240000,1,0,0,0,1,0,28,0,0,0.1171,19386.0,168641,-2518.0,17657,0.0123,150984
13569,50000,0,1,0,0,0,0,40,0,0,0.6183,25392.0,185484,8411.0,28616,0.0954,156868
13570,50000,0,0,1,0,0,0,55,0,6,0.3444,2270.0,103311,-1341.0,10024,0.0334,93287
13571,20000,1,1,0,0,1,0,45,1,5,0.1841,5547.0,22093,567.0,2098,0.0175,19995
13572,510000,0,0,0,0,0,0,35,0,-6,0.0355,-31881.0,108551,-33951.0,109360,0.0357,-809
13573,220000,1,0,0,0,1,0,25,0,-5,0.0038,70.0,4985,-1854.0,12338,0.0093,-7353
13574,220000,1,1,0,0,1,0,30,0,-4,0.0502,-15984.0,66290,2858.0,48573,0.0368,17717
13575,60000,0,0,0,0,1,0,37,0,0,0.5237,8012.0,188527,329.0,7788,0.0216,180739
13576,40000,1,1,0,0,1,0,26,1,12,0.2347,-1996.0,56327,967.0,8100,0.0338,48227
13577,50000,0,0,0,0,1,0,64,0,0,0.4297,13786.0,128903,384.0,4975,0.0166,123928
13578,360000,1,0,0,0,0,0,46,1,-2,0.0025,1779.0,5336,821.0,2462,0.0011,2874
13579,120000,0,0,0,0,0,0,51,1,-5,0.0014,-1437.0,982,227.0,3478,0.0048,-2496
13580,20000,0,0,1,0,1,0,23,0,-1,0.7993,-7867.0,95920,6963.0,23290,0.1941,72630
13581,30000,0,1,0,0,0,0,33,0,-6,0.3884,23305.0,69914,6333.0,19000,0.1056,50914
13582,110000,1,0,0,0,1,0,29,0,-6,0.0031,-50.0,2046,-155.0,2362,0.0036,-316
13583,170000,1,1,0,0,1,0,31,0,0,0.6596,76764.0,672833,2790.0,20851,0.0204,651982
13584,180000,0,1,0,0,0,0,48,0,-3,0.0017,613.0,1838,0.0,0,0.0,1838
13585,50000,1,1,0,0,1,0,23,0,7,0.819,4217.0,245705,-367.0,8700,0.029,237005
13586,180000,1,0,0,0,1,0,28,0,-6,0.07,12968.0,75572,-920.0,48450,0.0449,27122
13587,80000,1,1,0,0,0,0,50,0,-2,0.1928,26855.0,92564,2342.0,18973,0.0395,73591
13588,20000,1,0,0,0,0,0,34,0,0,0.5206,-6602.0,62475,-667.0,16000,0.1333,46475
13589,30000,1,0,1,0,0,0,57,0,0,0.5082,7305.0,91468,876.0,6371,0.0354,85097
13590,80000,0,1,0,0,1,0,28,0,-2,0.6684,9373.0,320808,26208.0,87952,0.1832,232856
13591,200000,0,0,0,0,0,0,53,0,-7,0.0096,-12.0,11553,-314.0,18824,0.0157,-7271
13592,120000,1,1,0,0,0,0,42,0,0,0.9369,9153.0,674570,522.0,25767,0.0358,648803
13593,160000,1,0,0,1,0,0,52,0,0,0.8694,136121.0,834610,3186.0,23032,0.024,811578
13594,500000,1,0,0,0,0,0,44,0,-3,0.0464,152.0,139276,16265.0,71637,0.0239,67639
13595,50000,1,1,0,0,1,0,22,0,2,0.6757,10522.0,202719,2075.0,12036,0.0401,190683
13596,50000,1,1,0,0,0,0,39,0,0,0.7412,15782.0,222347,667.0,10000,0.0333,212347
13597,200000,0,0,0,0,1,0,41,0,2,0.1068,1365.0,128106,1000.0,19000,0.0158,109106
13598,30000,0,1,0,0,1,0,25,1,2,0.314,-1874.0,56514,-67.0,5798,0.0322,50716
13599,190000,1,1,0,0,0,0,33,0,-9,-0.0154,167.0,-17500,0.0,0,0.0,-17500
13600,120000,1,1,0,0,0,0,41,0,1,0.0896,1741.0,64528,1616.0,28849,0.0401,35679
13601,30000,1,0,1,0,1,0,39,0,0,0.5585,8448.0,100533,10303.0,32910,0.1828,67623
13602,30000,1,0,1,0,1,0,27,0,-3,0.2533,-2653.0,45602,4949.0,18446,0.1025,27156
13603,310000,0,0,0,0,1,0,33,0,2,0.1401,13286.0,260536,1267.0,11000,0.0059,249536
13604,30000,1,1,0,0,0,0,31,1,0,0.8461,8092.0,152303,1700.0,7272,0.0404,145031
13605,440000,0,0,0,0,1,0,52,1,2,0.9567,-6195.0,2525755,-16306.0,137259,0.052,2388496
13606,50000,1,0,0,0,1,0,27,1,13,0.7033,-2080.0,210996,233.0,8900,0.0297,202096
13607,70000,0,1,0,0,1,0,38,0,-1,0.4979,28169.0,209134,-3995.0,50614,0.1205,158520
13608,260000,1,0,0,0,1,0,31,0,0,0.4636,61945.0,723216,2750.0,29250,0.0188,693966
13609,320000,0,0,0,0,0,0,46,0,-3,0.1244,-10804.0,238832,8726.0,164216,0.0855,74616
13610,210000,1,1,0,0,0,0,34,0,0,0.431,35868.0,543103,1464.0,19102,0.0152,524001
13611,280000,1,0,0,0,0,0,29,0,0,0.2159,410.0,362765,904.0,15918,0.0095,346847
13612,140000,0,0,0,0,1,0,32,0,0,0.5393,8777.0,453012,1343.0,34029,0.0405,418983
13613,20000,1,0,1,0,1,0,22,0,0,0.6701,1148.0,80412,580.0,4659,0.0388,75753
13614,340000,0,0,0,0,1,0,25,1,-1,0.6551,131308.0,1336377,3035.0,35405,0.0174,1300972
13615,70000,1,0,1,0,0,1,39,0,-2,0.2386,18087.0,100220,3283.0,28150,0.067,72070
13616,120000,1,0,0,0,0,0,50,0,-5,0.0235,5207.0,16940,5280.0,17160,0.0238,-220
13617,60000,1,1,0,0,1,0,24,0,0,0.6557,-4618.0,236064,-984.0,10453,0.029,225611
13618,30000,0,0,1,0,1,0,29,0,0,0.8198,9354.0,147555,337.0,7410,0.0412,140145
13619,30000,0,1,0,0,1,0,29,0,0,0.3785,3531.0,68122,-278.0,9765,0.0542,58357
13620,80000,0,0,0,0,0,0,25,1,4,0.6382,383.0,306316,417.0,12150,0.0253,294166
13621,50000,0,1,0,0,0,0,49,0,0,0.3852,7528.0,115562,-541.0,8377,0.0279,107185
13622,100000,0,0,1,0,1,0,37,0,0,0.1403,9137.0,84170,-786.0,22357,0.0373,61813
13623,60000,0,1,0,0,0,0,35,0,-1,0.7371,29470.0,265371,1007.0,19022,0.0528,246349
13624,10000,1,1,0,0,1,0,23,1,15,0.3864,276.0,23187,-333.0,1000,0.0167,22187
13625,280000,1,0,0,0,0,0,41,0,-7,0.0299,13773.0,50275,3014.0,67334,0.0401,-17059
13626,250000,1,0,1,0,1,0,47,0,-12,0.0267,9839.0,40038,8691.0,32734,0.0218,7304
13627,40000,0,1,0,0,0,0,48,0,-4,0.0235,-211.0,5650,-300.0,4243,0.0177,1407
13628,30000,1,0,0,0,1,0,25,0,7,0.9428,3544.0,169695,-434.0,6515,0.0362,163180
13629,50000,0,0,0,0,0,0,57,0,0,0.3669,23163.0,110081,801.0,5171,0.0172,104910
13630,70000,1,0,1,0,1,0,29,0,-1,0.7779,10241.0,326710,16431.0,61086,0.1454,265624
13631,130000,1,1,0,0,0,0,28,0,0,0.5486,23783.0,427921,-2599.0,36265,0.0465,391656
13632,60000,1,1,0,0,1,0,24,0,0,0.6613,40557.0,238054,1001.0,9608,0.0267,228446
13633,200000,1,1,0,0,0,0,29,0,0,0.3734,14693.0,448043,667.0,16000,0.0133,432043
13634,100000,1,0,0,0,1,0,33,0,2,0.8969,8943.0,538120,-141.0,23925,0.0399,514195
13635,190000,1,1,0,0,1,0,30,1,0,0.9149,37237.0,1043020,1200.0,37600,0.033,1005420
13636,20000,0,0,1,0,0,0,36,1,33,1.1375,1983.0,136501,0.0,0,0.0,136501
13637,230000,0,0,0,0,1,0,42,1,-12,0.0017,0.0,2280,0.0,2280,0.0017,0
13638,90000,1,1,0,0,1,0,26,0,2,0.7393,47206.0,399229,2103.0,13841,0.0256,385388
13639,240000,1,0,0,0,1,0,29,0,0,0.8758,-25448.0,1261204,3000.0,65000,0.0451,1196204
13640,20000,1,1,0,0,1,0,23,1,2,0.721,-2610.0,86526,-385.0,7700,0.0642,78826
13641,20000,1,0,1,0,1,0,22,1,2,0.5772,15093.0,69264,421.0,1263,0.0105,68001
13642,50000,1,0,0,0,1,0,24,0,0,0.0887,-1328.0,26621,241.0,4224,0.0141,22397
13643,230000,1,1,0,0,1,0,40,0,0,0.2917,7379.0,402501,252.0,27290,0.0198,375211
13644,430000,1,1,0,0,0,0,41,0,-12,0.0228,6907.0,58887,4887.0,41588,0.0161,17299
13645,50000,0,1,0,0,0,0,34,0,0,0.6556,29589.0,196670,-2221.0,23156,0.0772,173514
13646,230000,0,1,0,0,1,0,32,0,0,0.5304,18920.0,731999,321.0,31038,0.0225,700961
13647,240000,1,0,0,1,1,0,36,0,-3,0.0021,613.0,2962,615.0,2155,0.0015,807
13648,120000,1,0,0,0,1,0,30,1,-3,0.0011,165.0,825,0.0,330,0.0005,495
13649,280000,1,1,0,0,0,0,26,0,0,0.6237,139532.0,1047787,-1945.0,42131,0.0251,1005656
13650,500000,0,0,0,0,1,0,29,0,-6,0.0377,-14938.0,113225,3979.0,121589,0.0405,-8364
13651,260000,0,1,0,0,0,0,53,0,-12,-0.0,0.0,-6,0.0,0,0.0,-6
13652,140000,1,0,0,0,1,0,31,0,-6,0.0053,-90.0,4481,295.0,3962,0.0047,519
13653,310000,1,0,1,0,1,0,28,0,0,0.4543,62955.0,844941,825.0,53143,0.0286,791798
13654,50000,1,0,1,0,0,0,36,0,8,0.7667,15917.0,230006,-143.0,7029,0.0234,222977
13655,50000,1,0,1,0,0,0,35,0,0,0.5852,20376.0,175560,815.0,10646,0.0355,164914
13656,30000,1,0,1,0,1,0,29,1,10,0.5811,-1197.0,104596,1033.0,6500,0.0361,98096
13657,200000,0,0,0,0,0,0,43,0,2,0.7397,-123.0,887673,-1100.0,45700,0.0381,841973
13658,80000,1,0,1,0,1,0,33,0,-2,0.8397,15794.0,403073,-29310.0,111349,0.232,291724
13659,310000,1,0,1,0,1,0,36,0,-6,0.0118,1367.0,21956,-1102.0,20263,0.0109,1693
13660,220000,1,1,0,0,1,0,26,0,-1,0.4547,85538.0,600143,21801.0,262220,0.1987,337923
13661,80000,1,1,0,0,1,0,26,0,-6,0.0847,10441.0,40672,-1558.0,4675,0.0097,35997
13662,500000,1,0,0,0,1,0,38,0,0,0.0994,16448.0,298345,2335.0,39004,0.013,259341
13663,100000,1,0,0,0,0,0,37,0,0,0.7354,-4351.0,441234,-183.0,17446,0.0291,423788
13664,200000,0,0,0,0,0,0,37,1,-6,0.0107,1409.0,12884,807.0,8849,0.0074,4035
13665,20000,0,1,0,0,1,0,39,0,-4,0.2498,9990.0,29970,1057.0,3171,0.0264,26799
13666,20000,1,1,0,0,0,0,28,0,0,2.3871,37643.0,286453,-2207.0,16644,0.1387,269809
13667,80000,0,1,0,0,1,0,38,0,0,0.7191,-3168.0,345161,-4868.0,29566,0.0616,315595
13668,110000,0,1,0,0,1,0,29,0,-8,0.0626,13767.0,41300,0.0,0,0.0,41300
13669,100000,0,1,0,0,0,0,38,0,0,0.9757,3274.0,585419,-167.0,23500,0.0392,561919
13670,400000,0,0,0,1,0,0,30,0,-5,0.0027,319.0,6443,-4484.0,14342,0.006,-7899
13671,320000,0,0,0,0,0,0,40,0,-6,0.0013,0.0,2580,0.0,2580,0.0013,0
13672,180000,0,1,0,0,1,0,28,0,0,0.6774,21865.0,731597,851.0,25491,0.0236,706106
13673,180000,1,1,0,0,1,0,27,0,2,0.0272,1723.0,29424,722.0,3010,0.0028,26414
13674,30000,1,1,0,0,1,0,22,1,0,0.8027,10624.0,144488,1354.0,7138,0.0397,137350
13675,30000,0,1,0,0,1,0,35,1,12,0.4683,-486.0,84293,-444.0,3331,0.0185,80962
13676,240000,1,0,0,0,1,0,42,0,0,0.9224,27892.0,1328246,-6073.0,82372,0.0572,1245874
13677,100000,1,0,0,0,1,0,24,0,2,0.7081,2059.0,424836,479.0,18637,0.0311,406199
13678,90000,0,1,0,0,0,0,50,0,0,0.6418,56970.0,346551,1466.0,9249,0.0171,337302
13679,20000,0,1,0,0,0,0,22,0,0,0.8264,6538.0,99163,1094.0,3283,0.0274,95880
13680,60000,0,1,0,0,1,0,28,1,8,0.6834,-2887.0,246030,1203.0,10610,0.0295,235420
13681,90000,0,0,1,0,0,0,38,0,6,0.2766,8006.0,149375,363.0,5793,0.0107,143582
13682,80000,1,1,0,0,0,0,40,0,-5,0.0466,3697.0,22365,1639.0,19471,0.0406,2894
13683,500000,1,0,0,0,0,0,34,0,0,0.1964,75088.0,589068,-12743.0,81073,0.027,507995
13684,430000,0,0,0,0,1,0,34,0,-1,0.3374,-106154.0,870529,-83426.0,426510,0.1653,444019
13685,130000,0,0,0,0,1,0,27,0,-6,0.0026,0.0,2034,0.0,2034,0.0026,0
13686,500000,1,1,0,0,0,0,66,0,-6,0.1123,-106644.0,336855,-100120.0,333137,0.111,3718
13687,350000,1,1,0,0,0,0,38,0,-6,0.0145,-7046.0,30371,-7033.0,31856,0.0152,-1485
13688,320000,0,0,0,0,1,0,34,0,-6,0.0093,-2461.0,17848,-1102.0,20220,0.0105,-2372
13689,160000,1,1,0,0,1,0,24,0,0,0.9395,-9125.0,901876,-200.0,36400,0.0379,865476
13690,110000,0,0,0,0,1,0,25,1,4,0.8174,19001.0,539465,2349.0,24848,0.0376,514617
13691,60000,1,0,1,0,0,1,53,0,0,0.6426,20338.0,231329,621.0,8036,0.0223,223293
13692,260000,1,0,0,1,1,0,33,0,0,0.1005,-6707.0,156836,17.0,22222,0.0142,134614
13693,50000,0,0,0,0,0,0,47,0,0,1.0466,-1500.0,313995,599.0,12449,0.0415,301546
13694,270000,0,1,0,0,1,0,44,0,0,0.9163,44018.0,1484423,515.0,56407,0.0348,1428016
13695,210000,0,0,0,0,0,0,52,0,-3,0.1213,30933.0,152816,-1666.0,49069,0.0389,103747
13696,20000,1,1,0,0,0,0,29,0,10,0.9547,-2017.0,114562,1867.0,6600,0.055,107962
13697,30000,1,1,0,0,1,0,49,0,12,0.9954,-1590.0,179173,-444.0,7132,0.0396,172041
13698,500000,1,0,0,0,0,0,56,0,-6,0.0211,93.0,63442,5147.0,67572,0.0225,-4130
13699,360000,1,0,0,0,1,0,31,0,-4,0.0213,7650.0,45980,-1407.0,24150,0.0112,21830
13700,90000,0,1,0,0,1,0,30,0,-6,0.0291,-1691.0,15708,-2049.0,13530,0.0251,2178
13701,10000,1,1,0,0,1,0,28,0,-1,0.7083,3403.0,42501,-595.0,6636,0.1106,35865
13702,200000,1,1,0,0,1,0,36,0,0,0.4421,8899.0,530489,890.0,20071,0.0167,510418
13703,60000,0,1,0,0,1,0,37,0,-6,-0.0016,-1113.0,-566,317.0,2950,0.0082,-3516
13704,80000,0,1,0,0,0,0,40,0,-3,0.1078,-9405.0,51748,-4681.0,30957,0.0645,20791
13705,500000,0,0,0,0,1,0,32,0,-3,0.0416,4983.0,124936,6579.0,76520,0.0255,48416
13706,50000,0,1,0,0,0,0,21,0,-1,0.9702,-1381.0,291070,482.0,10315,0.0344,280755
13707,50000,1,1,0,0,1,0,24,0,0,0.6906,13361.0,207194,559.0,8436,0.0281,198758
